meter,Date,t_kWh
MH06,2020-02-26,4.255999999999984
MH06,2020-02-28,3.0879999999999836
MH06,2020-02-29,2.989999999999983
MH06,2020-03-03,3.6399999999999912
MH06,2020-03-09,1.9719999999999949
MH06,2020-03-14,2.8639999999999914
MH06,2020-03-16,4.58599999999999
MH06,2020-03-21,4.163999999999988
MH06,2020-03-22,6.0729999999999835
MH06,2020-03-28,3.100999999999989
MH06,2020-03-30,5.653999999999977
MH06,2020-04-08,4.162999999999994
MH06,2020-04-12,6.673999999999988
MH06,2020-04-16,4.420999999999994
MH06,2020-04-17,7.349999999999982
MH06,2020-04-19,3.3089999999999944
MH06,2020-04-23,6.157999999999984
MH06,2020-04-24,6.271999999999985
MH06,2020-04-25,7.457999999999991
MH06,2020-04-26,4.668999999999989
MH06,2020-05-02,6.620999999999988
MH06,2020-05-11,4.561999999999982
MH06,2020-05-12,6.220999999999984
MH06,2020-05-13,7.943999999999986
MH06,2020-05-16,5.714999999999997
MH06,2020-05-19,2.821999999999994
MH06,2020-05-20,5.584999999999998
MH06,2020-05-23,6.901999999999989
MH06,2020-05-27,13.683999999999992
MH06,2020-06-01,8.582999999999988
MH06,2020-06-08,8.744999999999987
MH06,2020-06-09,11.30499999999998
MH06,2020-06-10,9.676999999999985
MH06,2020-06-13,10.681999999999986
MH06,2020-06-14,10.938999999999993
MH06,2020-06-15,11.391999999999987
MH06,2020-06-16,8.784000000000002
MH06,2020-06-17,9.230999999999993
MH06,2020-06-23,7.229999999999996
MH06,2020-06-24,5.0249999999999915
MH06,2020-06-25,7.00399999999999
MH06,2020-06-27,11.605999999999979
MH06,2020-07-02,10.050999999999984
MH06,2020-07-03,8.276999999999994
MH06,2020-07-07,10.488999999999997
MH06,2020-07-08,7.8729999999999905
MH06,2020-07-13,10.945999999999993
MH06,2020-07-14,8.633999999999999
MH06,2020-07-17,12.689999999999982
MH06,2020-07-19,3.7079999999999966
MH06,2020-07-20,10.066999999999991
MH06,2020-07-21,7.368999999999987
MH06,2020-07-24,12.009000000000006
MH06,2020-08-09,11.594000000000001
MH06,2020-08-11,10.977999999999994
MH06,2020-08-13,9.914999999999965
MH06,2020-08-14,9.447999999999983
MH06,2020-08-19,7.266999999999997
MH06,2020-08-22,3.0909999999999944
MH06,2020-09-04,8.09499999999999
MH06,2020-09-13,3.375999999999994
MH06,2020-09-18,6.7859999999999925
MH06,2020-09-21,3.5909999999999935
MH06,2020-09-25,4.631999999999987
MH06,2020-09-27,7.48699999999999
MH06,2020-09-30,2.3119999999999976
MH06,2020-10-03,3.5149999999999944
MH06,2020-10-04,3.9909999999999917
MH06,2020-10-06,5.465999999999992
MH06,2020-10-09,7.267999999999977
MH06,2020-10-13,8.104999999999988
MH06,2020-10-14,9.486999999999988
MH06,2020-10-15,8.34299999999998
MH06,2020-10-16,7.108999999999984
MH06,2020-10-20,6.1089999999999804
MH06,2020-10-21,6.4899999999999896
MH06,2020-10-22,6.239999999999981
MH06,2020-10-23,4.531999999999982
MH06,2020-10-24,5.537999999999976
MH06,2020-10-25,5.322999999999983
MH06,2020-10-26,5.023999999999989
MH06,2020-10-27,4.4359999999999955
MH06,2020-10-28,5.104999999999985
MH06,2020-10-29,5.215999999999977
MH06,2020-10-30,4.71699999999999
MH06,2020-11-01,3.130999999999991
MH06,2020-11-03,4.614999999999984
MH06,2020-11-06,3.77599999999998
MH06,2020-11-07,4.93399999999999
MH06,2020-11-09,4.5859999999999825
MH06,2020-11-10,3.849999999999986
MH06,2020-11-12,2.45399999999999
MH06,2020-11-13,2.801999999999986
MH06,2020-11-15,4.256999999999975
MH06,2020-11-16,3.469999999999986
MH06,2020-11-17,4.087999999999979
MH06,2020-11-19,3.3739999999999823
MH06,2020-11-20,4.7769999999999815
MH06,2020-11-21,5.055999999999976
MH06,2020-11-22,3.7949999999999804
MH06,2020-11-23,3.913999999999985
MH06,2020-11-25,2.2589999999999844
MH06,2020-11-26,2.859999999999989
MH06,2020-11-27,4.191999999999982
MH06,2020-11-28,3.575999999999978
MH06,2020-11-29,3.886999999999982
MH06,2020-12-01,1.4919999999999947
MH06,2020-12-02,3.178999999999988
MH06,2020-12-03,3.2249999999999863
MH06,2020-12-04,4.271999999999984
MH06,2020-12-05,3.1939999999999857
MH06,2020-12-06,3.668999999999981
MH06,2020-12-07,3.9989999999999863
MH06,2020-12-08,3.605999999999984
MH06,2020-12-09,3.386999999999988
MH06,2020-12-11,3.7999999999999856
MH06,2020-12-12,3.020999999999984
MH06,2020-12-13,4.301999999999988
MH06,2020-12-14,2.544999999999986
MH06,2020-12-15,4.795999999999989
MH06,2020-12-16,4.340999999999978
MH06,2020-12-17,3.2219999999999858
MH06,2020-12-18,4.195999999999987
MH06,2020-12-19,2.8399999999999856
MH06,2020-12-20,3.447999999999987
MH06,2020-12-21,2.3999999999999924
MH06,2020-12-22,3.021999999999985
MH06,2020-12-23,3.958999999999984
MH06,2020-12-24,2.2389999999999857
MH06,2020-12-25,2.0509999999999917
MH06,2020-12-26,2.692999999999983
MH06,2020-12-27,3.0119999999999885
MH06,2020-12-30,3.2429999999999826
MH06,2021-01-01,4.977999999999993
MH06,2021-01-02,3.919999999999987
MH06,2021-01-03,2.6629999999999963
MH06,2021-01-06,4.199999999999989
MH06,2021-01-07,4.347999999999987
MH06,2021-01-08,3.8489999999999878
MH06,2021-01-10,4.20799999999999
MH06,2021-01-12,4.145999999999988
MH06,2021-01-14,5.095999999999993
MH06,2021-01-15,2.83999999999999
MH06,2021-01-18,3.829999999999979
MH06,2021-01-21,4.255999999999991
MH06,2021-01-22,4.7159999999999895
MH06,2021-01-25,1.655999999999993
MH06,2021-01-28,3.991999999999987
MH06,2021-01-30,3.671999999999987
MH06,2021-01-31,4.4049999999999825
MH06,2021-02-01,3.67999999999998
MH06,2021-02-02,3.077999999999981
MH06,2021-02-03,3.8239999999999865
MH06,2021-02-04,2.9919999999999893
MH06,2021-02-06,4.411999999999991
MH06,2021-02-07,4.229999999999988
MH06,2021-02-09,2.342999999999993
MH06,2021-02-10,2.8549999999999836
MH06,2021-02-13,3.493999999999994
MH06,2021-02-14,4.466999999999987
MH06,2021-02-15,3.4119999999999853
MH06,2021-02-16,3.747999999999992
MH06,2021-02-17,3.3309999999999875
MH06,2021-02-18,2.226999999999988
MH07,2019-05-01,21.77
MH07,2019-05-02,20.143000000000015
MH07,2019-05-03,17.27899999999998
MH07,2019-05-04,17.734
MH07,2019-05-05,18.092999999999975
MH07,2019-05-06,18.725999999999992
MH07,2019-05-07,20.516000000000002
MH07,2019-05-08,20.169999999999977
MH07,2019-05-09,15.725
MH07,2019-05-10,22.029000000000018
MH07,2019-05-11,20.002999999999982
MH07,2019-05-12,20.310999999999975
MH07,2019-05-13,21.78400000000002
MH07,2019-05-14,21.873000000000033
MH07,2019-05-15,19.992999999999995
MH07,2019-05-16,20.21499999999998
MH07,2019-05-17,15.096999999999985
MH07,2019-05-18,21.188999999999982
MH07,2019-05-19,19.032999999999976
MH07,2019-05-20,19.59099999999999
MH07,2019-05-21,19.603
MH07,2019-05-22,23.345000000000006
MH07,2019-05-23,14.552000000000016
MH07,2019-05-24,11.067999999999989
MH07,2019-05-25,19.55199999999997
MH07,2019-05-26,20.196999999999985
MH07,2019-05-27,16.736999999999995
MH07,2019-05-28,20.423
MH07,2019-05-29,21.785999999999987
MH07,2019-05-30,22.202000000000005
MH07,2019-05-31,19.892000000000014
MH07,2019-06-01,14.091999999999986
MH07,2019-06-02,21.503000000000018
MH07,2019-06-03,22.644999999999982
MH07,2019-06-04,23.807000000000013
MH07,2019-06-05,23.61999999999999
MH07,2019-06-06,23.56599999999997
MH07,2019-06-07,20.472000000000016
MH07,2019-06-08,20.983999999999998
MH07,2019-06-09,8.840999999999974
MH07,2019-06-10,3.4009999999999887
MH07,2019-06-11,3.299999999999983
MH07,2019-06-12,3.356999999999995
MH07,2019-06-13,3.151999999999982
MH07,2019-06-14,3.2409999999999837
MH07,2019-06-15,13.949999999999996
MH07,2019-06-16,22.931000000000004
MH07,2019-06-17,21.134999999999984
MH07,2019-06-18,19.728999999999967
MH07,2019-06-19,19.694
MH07,2019-06-20,20.58700000000002
MH07,2019-06-21,18.943000000000012
MH07,2019-06-22,21.561999999999994
MH07,2019-06-23,21.15000000000001
MH07,2019-06-24,21.220999999999997
MH07,2019-06-25,21.214000000000002
MH07,2019-06-26,23.45299999999999
MH07,2019-06-27,22.77499999999999
MH07,2019-06-28,21.34500000000002
MH07,2019-06-29,24.698999999999977
MH07,2019-06-30,23.14199999999999
MH07,2019-07-01,15.406
MH07,2019-07-02,23.530000000000022
MH07,2019-07-03,24.811999999999983
MH07,2019-07-04,20.710000000000008
MH07,2019-07-05,21.402
MH07,2019-07-06,22.849999999999962
MH07,2019-07-07,22.435999999999996
MH07,2019-07-08,16.031999999999986
MH07,2019-07-09,21.53899999999997
MH07,2019-07-10,18.876999999999985
MH07,2019-07-11,23.286999999999978
MH07,2019-07-12,23.985000000000007
MH07,2019-07-13,23.794000000000022
MH07,2019-07-14,25.625000000000036
MH07,2019-07-15,23.43399999999997
MH07,2019-07-16,22.22999999999999
MH07,2019-07-17,21.20500000000001
MH07,2019-07-18,21.420000000000016
MH07,2019-07-19,24.333999999999964
MH07,2019-07-20,25.172999999999988
MH07,2019-07-21,22.483999999999988
MH07,2019-07-22,21.300000000000015
MH07,2019-07-23,14.286000000000026
MH07,2019-07-30,19.609
MH07,2019-07-31,21.724999999999994
MH07,2019-08-01,22.05699999999998
MH07,2019-08-02,21.399999999999967
MH07,2019-08-03,22.13399999999995
MH07,2019-08-04,20.949999999999978
MH07,2019-08-05,21.666999999999987
MH07,2019-08-06,20.99699999999998
MH07,2019-08-07,19.259
MH07,2019-08-08,14.977000000000023
MH07,2019-08-09,21.56699999999996
MH07,2019-08-14,20.477999999999962
MH07,2019-08-15,17.006999999999984
MH07,2019-08-16,16.025000000000002
MH07,2019-08-17,7.069999999999975
MH07,2019-08-18,13.084000000000007
MH07,2019-08-20,16.902000000000005
MH07,2019-08-21,21.168999999999993
MH07,2019-08-22,17.02099999999999
MH07,2019-08-23,17.432999999999982
MH07,2019-08-24,11.005999999999977
MH07,2019-08-25,9.056999999999984
MH07,2019-08-26,9.42599999999998
MH07,2019-08-27,9.432999999999982
MH07,2019-08-28,9.796999999999986
MH07,2019-08-29,13.730999999999984
MH07,2019-08-30,21.845000000000006
MH07,2019-08-31,21.474999999999998
MH07,2019-09-01,18.401000000000018
MH07,2019-09-02,19.83299999999998
MH07,2019-09-03,18.961999999999996
MH07,2019-09-04,22.929999999999982
MH07,2019-09-05,20.751000000000005
MH07,2019-09-06,19.824999999999974
MH07,2019-09-16,20.603999999999978
MH07,2019-09-17,19.356999999999974
MH07,2019-09-18,18.74999999999997
MH07,2019-09-19,16.516999999999978
MH07,2019-09-20,19.721999999999984
MH07,2019-09-21,18.513999999999974
MH07,2019-09-22,12.753000000000013
MH07,2019-09-23,8.041999999999982
MH07,2019-09-24,8.987999999999975
MH07,2019-09-25,7.365999999999982
MH07,2019-09-26,7.325999999999991
MH07,2019-09-27,9.253999999999994
MH07,2019-09-28,7.692999999999979
MH07,2019-09-29,7.181999999999979
MH07,2019-09-30,6.594999999999987
MH07,2019-10-01,6.877999999999985
MH07,2019-10-02,6.826999999999993
MH07,2019-10-05,7.612999999999981
MH07,2019-10-06,7.182999999999982
MH07,2019-10-07,7.166999999999987
MH07,2019-10-08,6.8109999999999875
MH07,2019-10-09,6.57299999999998
MH07,2019-10-10,6.216999999999979
MH07,2019-10-11,6.431999999999986
MH07,2019-10-12,5.761999999999981
MH07,2019-10-13,6.921999999999971
MH07,2019-10-14,6.376999999999985
MH07,2019-10-15,5.596999999999981
MH07,2019-10-16,6.565999999999984
MH07,2019-10-17,6.457999999999989
MH07,2019-10-26,9.460999999999995
MH07,2019-10-27,8.048999999999989
MH07,2019-10-28,7.950999999999994
MH07,2019-10-30,6.76999999999998
MH07,2019-10-31,5.62199999999999
MH07,2019-11-01,5.495999999999986
MH07,2019-11-02,4.724999999999984
MH07,2019-11-03,4.542999999999985
MH07,2019-11-04,4.631999999999986
MH07,2019-11-05,3.8709999999999787
MH07,2019-11-06,4.265999999999988
MH07,2019-11-07,3.723999999999981
MH07,2019-11-08,4.5609999999999955
MH07,2019-11-09,3.5809999999999884
MH07,2019-11-10,3.7799999999999847
MH07,2019-11-11,3.527999999999983
MH07,2019-11-12,5.0609999999999955
MH07,2019-11-13,4.130999999999983
MH07,2019-11-14,3.592999999999991
MH07,2019-11-16,2.8769999999999905
MH07,2019-11-17,3.760999999999981
MH07,2019-11-18,4.895999999999987
MH07,2019-11-19,3.774999999999987
MH07,2019-11-20,3.4589999999999885
MH07,2019-11-21,3.904999999999992
MH07,2019-11-22,3.7449999999999886
MH07,2019-11-23,3.8139999999999876
MH07,2019-11-24,2.8739999999999846
MH07,2019-11-25,4.422999999999991
MH07,2019-11-26,3.9079999999999906
MH07,2019-11-27,3.9899999999999873
MH07,2019-11-28,3.14799999999999
MH07,2019-11-29,3.4999999999999942
MH07,2019-11-30,3.3019999999999956
MH07,2019-12-01,3.658999999999994
MH07,2019-12-02,3.1949999999999887
MH07,2019-12-03,3.313999999999993
MH07,2019-12-04,3.6079999999999917
MH07,2019-12-05,3.3999999999999844
MH07,2019-12-06,3.352999999999988
MH07,2019-12-07,4.160999999999988
MH07,2019-12-08,3.4749999999999868
MH07,2019-12-09,4.411999999999987
MH07,2019-12-10,3.8419999999999948
MH07,2019-12-11,3.82999999999999
MH07,2019-12-13,3.2039999999999864
MH07,2019-12-14,3.53999999999999
MH07,2019-12-15,4.1109999999999856
MH07,2019-12-16,3.972999999999991
MH07,2019-12-17,4.1719999999999855
MH07,2019-12-18,3.7379999999999893
MH07,2019-12-19,3.8829999999999867
MH07,2019-12-24,3.70899999999999
MH07,2019-12-25,3.9239999999999893
MH07,2019-12-26,3.9479999999999946
MH07,2019-12-28,3.753999999999989
MH07,2019-12-29,3.6709999999999976
MH07,2020-01-08,4.648999999999992
MH07,2020-01-09,3.0909999999999913
MH07,2020-01-10,3.0099999999999927
MH07,2020-01-11,3.399999999999994
MH07,2020-01-12,3.534999999999999
MH07,2020-01-13,3.6389999999999896
MH07,2020-01-14,3.717999999999998
MH07,2020-01-15,4.088999999999986
MH07,2020-01-16,5.089999999999985
MH07,2020-01-17,4.277999999999993
MH07,2020-01-18,5.086999999999985
MH07,2020-01-19,4.3939999999999895
MH07,2020-01-20,5.627999999999973
MH07,2020-01-21,4.364999999999981
MH07,2020-01-22,5.080999999999988
MH07,2020-01-23,4.19899999999999
MH07,2020-01-24,2.887999999999994
MH07,2020-01-25,3.2459999999999893
MH07,2020-01-26,3.369999999999985
MH07,2020-01-27,3.2119999999999855
MH07,2020-01-28,3.0709999999999815
MH07,2020-01-29,3.112999999999985
MH07,2020-01-30,3.129999999999984
MH07,2020-01-31,3.5479999999999867
MH07,2020-02-01,3.1339999999999866
MH07,2020-02-02,3.3549999999999844
MH07,2020-02-03,3.459999999999988
MH07,2020-02-04,3.2589999999999932
MH07,2020-02-05,3.297999999999977
MH07,2020-02-06,3.116999999999989
MH07,2020-02-07,3.1149999999999887
MH07,2020-02-08,2.592999999999985
MH07,2020-02-09,3.256999999999989
MH07,2020-02-10,3.308999999999985
MH07,2020-02-11,3.1689999999999885
MH07,2020-02-12,3.1269999999999905
MH07,2020-02-13,3.532999999999989
MH07,2020-02-14,2.916999999999991
MH07,2020-02-15,3.1469999999999865
MH07,2020-02-16,3.24699999999999
MH07,2020-02-17,3.210999999999992
MH07,2020-02-18,2.879999999999992
MH07,2020-02-19,3.083999999999976
MH07,2020-02-20,3.4649999999999817
MH07,2020-02-21,3.8499999999999814
MH07,2020-02-22,3.335999999999983
MH07,2020-02-23,3.3739999999999917
MH07,2020-02-24,2.887999999999978
MH07,2020-02-28,3.1439999999999872
MH07,2020-02-29,2.3759999999999875
MH07,2020-03-03,2.197999999999992
MH07,2020-03-09,2.2989999999999835
MH07,2020-03-11,2.8309999999999906
MH07,2020-03-14,3.0329999999999853
MH07,2020-03-16,2.0509999999999886
MH07,2020-03-29,3.3149999999999937
MH07,2020-04-02,4.522999999999983
MH07,2020-04-05,4.189999999999988
MH07,2020-04-06,5.040999999999985
MH07,2020-04-11,6.361999999999992
MH07,2020-04-17,6.652999999999987
MH07,2020-04-19,4.566999999999993
MH07,2020-04-22,4.543999999999989
MH07,2020-04-24,6.990999999999991
MH07,2020-04-26,4.160999999999996
MH07,2020-04-27,5.000999999999992
MH07,2020-05-04,6.988999999999993
MH07,2020-05-05,4.341999999999989
MH07,2020-05-06,6.633999999999984
MH07,2020-05-08,5.171999999999992
MH07,2020-05-09,6.196999999999988
MH07,2020-05-10,6.777999999999978
MH07,2020-05-11,6.313999999999993
MH07,2020-05-12,6.59899999999999
MH07,2020-05-13,5.960999999999996
MH07,2020-05-17,7.7089999999999845
MH07,2020-05-20,7.9490000000000025
MH07,2020-05-22,6.9729999999999945
MH07,2020-05-25,20.73800000000002
MH07,2020-05-27,23.855000000000008
MH07,2020-05-30,13.533000000000003
MH07,2020-06-04,18.010999999999992
MH07,2020-06-05,9.263999999999996
MH07,2020-06-07,8.459999999999997
MH07,2020-06-08,16.75700000000001
MH07,2020-06-09,15.01199999999999
MH07,2020-06-14,16.070000000000014
MH07,2020-06-22,14.779000000000005
MH07,2020-06-25,24.651999999999997
MH07,2020-06-27,23.63900000000002
MH07,2020-06-30,25.665000000000017
MH07,2020-07-02,20.228000000000005
MH07,2020-07-03,9.210999999999995
MH07,2020-07-06,22.117
MH07,2020-07-08,22.015999999999988
MH07,2020-07-13,26.37800000000005
MH07,2020-07-14,18.099000000000007
MH07,2020-07-15,9.838999999999983
MH07,2020-07-17,19.604999999999993
MH07,2020-07-19,27.695999999999994
MH07,2020-07-20,25.495000000000015
MH07,2020-07-22,11.605000000000006
MH07,2020-07-23,10.592999999999988
MH07,2020-08-04,20.66799999999998
MH07,2020-08-09,15.306000000000004
MH07,2020-08-17,11.216999999999974
MH07,2020-08-18,15.15099999999997
MH07,2020-08-29,6.954999999999986
MH07,2020-09-04,10.078999999999997
MH07,2020-09-07,2.088999999999994
MH07,2020-09-12,11.699000000000014
MH07,2020-09-13,11.968999999999987
MH07,2020-09-21,6.0089999999999915
MH07,2020-09-24,14.384999999999986
MH07,2020-09-25,9.065999999999976
MH07,2020-09-26,13.958000000000006
MH07,2020-09-27,11.691999999999977
MH07,2020-09-30,10.893999999999984
MH07,2020-10-02,7.658999999999984
MH07,2020-10-03,10.32999999999997
MH07,2020-10-04,7.380999999999964
MH07,2020-10-06,5.093999999999983
MH07,2020-10-08,6.4199999999999875
MH07,2020-10-09,5.5939999999999905
MH07,2020-10-10,5.754999999999982
MH07,2020-10-11,2.161999999999996
MH07,2020-10-13,7.461999999999977
MH07,2020-10-14,7.80499999999998
MH07,2020-10-15,5.924999999999988
MH07,2020-10-16,6.442999999999981
MH07,2020-10-18,7.356999999999982
MH07,2020-10-19,7.50099999999997
MH07,2020-10-20,5.507999999999987
MH07,2020-10-23,5.064999999999981
MH07,2020-10-24,6.678999999999978
MH07,2020-10-25,6.163999999999973
MH07,2020-10-27,6.096999999999986
MH07,2020-10-29,5.014999999999982
MH07,2020-10-30,3.4379999999999935
MH07,2020-10-31,5.508999999999995
MH07,2020-11-01,4.3289999999999855
MH07,2020-11-06,3.088999999999993
MH07,2020-11-07,4.2349999999999834
MH07,2020-11-08,3.4799999999999836
MH07,2020-11-09,4.378999999999983
MH07,2020-11-10,4.431999999999984
MH07,2020-11-11,3.7209999999999885
MH07,2020-11-13,6.765999999999991
MH07,2020-11-14,3.5469999999999855
MH07,2020-11-15,3.849999999999989
MH07,2020-11-16,3.0159999999999916
MH07,2020-11-17,3.165999999999983
MH07,2020-11-19,3.5169999999999892
MH07,2020-11-20,3.935999999999992
MH07,2020-11-21,3.506999999999992
MH07,2020-11-23,2.7349999999999874
MH07,2020-11-25,0.7170000000000005
MH07,2020-11-26,2.983999999999992
MH07,2020-11-27,3.3299999999999903
MH07,2020-11-28,3.333999999999989
MH07,2020-11-29,3.5999999999999868
MH07,2020-11-30,3.680999999999992
MH07,2020-12-03,4.142999999999992
MH07,2020-12-04,2.76999999999999
MH07,2020-12-05,3.647999999999991
MH07,2020-12-07,4.012999999999987
MH07,2020-12-08,3.446999999999991
MH07,2020-12-09,3.481999999999991
MH07,2020-12-11,5.809999999999972
MH07,2020-12-12,3.786999999999988
MH07,2020-12-13,3.548999999999992
MH07,2020-12-14,3.6569999999999876
MH07,2020-12-16,3.4819999999999953
MH07,2020-12-19,3.1529999999999894
MH07,2020-12-20,0.9810000000000008
MH07,2020-12-22,3.4189999999999876
MH07,2020-12-23,3.299999999999994
MH07,2020-12-25,2.3709999999999902
MH07,2020-12-26,0.9640000000000006
MH07,2020-12-28,1.0500000000000007
MH07,2021-01-01,2.9389999999999903
MH07,2021-01-02,2.7569999999999837
MH07,2021-01-03,2.059999999999993
MH07,2021-01-06,3.1439999999999904
MH07,2021-01-07,3.0279999999999916
MH07,2021-01-09,3.429999999999986
MH07,2021-01-10,3.1409999999999916
MH07,2021-01-12,2.940999999999988
MH07,2021-01-14,3.388999999999985
MH07,2021-01-15,2.938999999999982
MH07,2021-01-17,3.3209999999999886
MH07,2021-01-18,2.783999999999985
MH07,2021-01-20,3.0029999999999837
MH07,2021-01-21,2.03799999999999
MH07,2021-01-22,3.0929999999999906
MH07,2021-01-23,3.564999999999991
MH07,2021-01-24,2.337999999999987
MH07,2021-01-26,2.441999999999995
MH07,2021-01-27,3.040999999999987
MH07,2021-01-30,3.1519999999999855
MH07,2021-01-31,0.5780000000000004
MH07,2021-02-04,3.2919999999999976
MH07,2021-02-06,3.4129999999999874
MH07,2021-02-07,2.1259999999999946
MH07,2021-02-09,3.036999999999988
MH07,2021-02-10,3.542999999999992
MH07,2021-02-12,3.843999999999985
MH07,2021-02-13,3.264999999999997
MH07,2021-02-15,4.111999999999983
MH07,2021-02-16,3.4209999999999883
MH07,2021-02-18,3.915999999999984
MH08,2019-05-01,6.987999999999978
MH08,2019-05-02,6.411999999999984
MH08,2019-05-03,6.549999999999984
MH08,2019-05-04,6.746999999999978
MH08,2019-05-05,6.6389999999999825
MH08,2019-05-06,6.19299999999998
MH08,2019-05-07,6.262999999999983
MH08,2019-05-08,6.427999999999987
MH08,2019-05-09,5.987999999999985
MH08,2019-05-10,6.423999999999983
MH08,2019-05-11,6.047999999999984
MH08,2019-05-12,6.343999999999984
MH08,2019-05-13,6.742999999999979
MH08,2019-05-14,6.861999999999992
MH08,2019-05-15,6.802999999999985
MH08,2019-05-16,6.769999999999988
MH08,2019-05-17,6.384999999999985
MH08,2019-05-18,7.013999999999986
MH08,2019-05-19,6.937999999999978
MH08,2019-05-20,6.787999999999977
MH08,2019-05-21,6.601999999999989
MH08,2019-05-22,6.550999999999981
MH08,2019-05-23,5.160999999999981
MH08,2019-05-24,5.81299999999999
MH08,2019-05-25,6.2239999999999815
MH08,2019-05-26,6.666999999999993
MH08,2019-05-27,5.864999999999984
MH08,2019-05-28,6.880999999999986
MH08,2019-05-29,7.130999999999988
MH08,2019-05-30,6.960999999999982
MH08,2019-05-31,6.348999999999975
MH08,2019-06-01,6.491999999999986
MH08,2019-06-02,6.967999999999974
MH08,2019-06-03,6.338999999999989
MH08,2019-06-04,6.8359999999999905
MH08,2019-06-05,7.2679999999999785
MH08,2019-06-06,7.184999999999983
MH08,2019-06-07,7.3199999999999825
MH08,2019-06-08,7.090999999999991
MH08,2019-06-09,5.8439999999999905
MH08,2019-06-10,6.128999999999982
MH08,2019-06-11,6.470999999999982
MH08,2019-06-12,5.5069999999999935
MH08,2019-06-13,6.142999999999986
MH08,2019-06-14,7.08599999999999
MH08,2019-06-15,6.906999999999973
MH08,2019-06-16,5.919999999999988
MH08,2019-06-17,6.768999999999981
MH08,2019-06-18,6.226999999999986
MH08,2019-06-19,6.411999999999985
MH08,2019-06-20,6.097999999999993
MH08,2019-06-21,6.555999999999987
MH08,2019-06-22,7.066999999999997
MH08,2019-06-23,7.229999999999993
MH08,2019-06-24,7.258999999999985
MH08,2019-06-25,7.089999999999989
MH08,2019-06-26,6.827999999999992
MH08,2019-06-27,6.682999999999986
MH08,2019-06-28,6.511999999999978
MH08,2019-06-29,6.442999999999986
MH08,2019-06-30,7.792999999999985
MH08,2019-07-01,5.64899999999999
MH08,2019-07-02,6.986999999999992
MH08,2019-07-03,7.695999999999986
MH08,2019-07-04,6.260999999999982
MH08,2019-07-05,7.66199999999998
MH08,2019-07-06,7.333999999999988
MH08,2019-07-07,8.765999999999991
MH08,2019-07-08,7.54499999999999
MH08,2019-07-09,7.9919999999999805
MH08,2019-07-10,7.965999999999992
MH08,2019-07-11,7.057999999999986
MH08,2019-07-12,7.176999999999993
MH08,2019-07-13,7.465999999999981
MH08,2019-07-14,7.56199999999999
MH08,2019-07-15,7.341999999999979
MH08,2019-07-16,7.397999999999997
MH08,2019-07-17,7.372999999999988
MH08,2019-07-18,7.319999999999982
MH08,2019-07-19,7.464999999999983
MH08,2019-07-20,8.041999999999975
MH08,2019-07-30,6.879999999999985
MH08,2019-07-31,7.78599999999998
MH08,2019-08-03,7.610999999999983
MH08,2019-08-04,8.10799999999999
MH08,2019-08-05,7.032999999999983
MH08,2019-08-06,6.913999999999986
MH08,2019-08-07,7.397999999999985
MH08,2019-08-16,6.854999999999987
MH08,2019-08-17,6.680999999999991
MH08,2019-08-18,2.4019999999999957
MH08,2019-08-20,7.353999999999991
MH08,2019-08-21,7.243999999999981
MH08,2019-08-22,7.085999999999989
MH08,2019-08-23,7.884999999999982
MH08,2019-08-24,7.868999999999991
MH08,2019-08-25,7.933999999999983
MH08,2019-08-27,7.447999999999987
MH08,2019-08-28,8.20399999999999
MH08,2019-08-29,7.67099999999999
MH08,2019-08-30,7.048999999999973
MH08,2019-08-31,8.615999999999984
MH08,2019-09-01,7.1359999999999895
MH08,2019-09-02,7.709999999999987
MH08,2019-09-03,7.60399999999999
MH08,2019-09-04,7.955999999999985
MH08,2019-09-05,7.154999999999988
MH08,2019-09-06,6.90399999999998
MH08,2019-09-07,8.126999999999994
MH08,2019-09-08,8.122999999999989
MH08,2019-09-09,8.587999999999978
MH08,2019-09-10,8.456999999999983
MH08,2019-09-11,8.501999999999976
MH08,2019-09-12,7.828999999999988
MH08,2019-09-13,7.5409999999999835
MH08,2019-09-14,8.225999999999983
MH08,2019-09-15,7.661999999999985
MH08,2019-09-16,8.157999999999985
MH08,2019-09-17,7.374999999999974
MH08,2019-09-18,7.166999999999983
MH08,2019-09-19,7.110999999999985
MH08,2019-09-20,6.296999999999987
MH08,2019-09-21,6.309999999999994
MH08,2019-09-22,6.497999999999979
MH08,2019-09-23,5.879999999999984
MH08,2019-09-24,6.196999999999982
MH08,2019-09-25,6.461999999999978
MH08,2019-09-26,5.784999999999979
MH08,2019-09-27,5.985999999999984
MH08,2019-09-28,6.866999999999988
MH08,2019-09-29,6.588999999999991
MH08,2019-09-30,6.452999999999985
MH08,2019-10-01,6.362999999999983
MH08,2019-10-02,6.682999999999978
MH08,2019-10-05,6.330999999999993
MH08,2019-10-06,6.367999999999984
MH08,2019-10-07,6.365999999999984
MH08,2019-10-08,6.066999999999986
MH08,2019-10-09,7.114999999999995
MH08,2019-10-10,6.00299999999999
MH08,2019-10-11,5.912999999999986
MH08,2019-10-12,6.20099999999998
MH08,2019-10-13,6.259999999999977
MH08,2019-10-14,6.400999999999985
MH08,2019-10-15,6.2229999999999865
MH08,2019-10-16,6.262999999999981
MH08,2019-10-17,6.070999999999979
MH08,2019-11-12,3.2609999999999877
MH08,2019-11-13,3.285999999999989
MH08,2019-11-14,2.9069999999999827
