meter_id,timestamp,consumption,voltage,current,meter_type
MH03,2020-10-07,8.321,220.63,1.571,residential
MH03,2020-10-08,8.08,217.85,1.545,residential
MH03,2020-10-09,7.54,220.61,1.424,residential
MH03,2020-10-10,7.567,222.72,1.416,residential
MH03,2020-10-11,8.489,220.24,1.606,residential
MH03,2020-10-12,8.221,220.2,1.556,residential
MH03,2020-10-13,9.536,216.49,1.835,residential
MH03,2020-10-14,9.158,216.69,1.761,residential
MH03,2020-10-15,7.614,212.99,1.49,residential
MH03,2020-10-16,7.856,228.75,1.431,residential
MH03,2020-10-17,9.248,213.78,1.802,residential
MH03,2020-10-18,8.71,216.54,1.676,residential
MH03,2020-10-19,8.061,216.41,1.552,residential
MH03,2020-10-20,6.972,224.47,1.294,residential
MH03,2020-10-21,6.158,218.53,1.174,residential
MH03,2020-10-22,5.973,226.24,1.1,residential
MH03,2020-10-23,5.799,216.63,1.115,residential
MH03,2020-10-24,4.952,221.39,0.932,residential
MH03,2020-10-25,6.167,215.82,1.191,residential
MH03,2020-10-26,5.43,230.73,0.981,residential
MH03,2020-10-27,4.979,214.06,0.969,residential
MH03,2020-10-28,4.909,221.55,0.923,residential
MH03,2020-10-29,4.228,223.17,0.789,residential
MH03,2020-10-30,4.449,222.07,0.835,residential
MH03,2020-10-31,4.112,219.07,0.782,residential
MH03,2020-11-01,3.967,219.35,0.754,residential
MH03,2020-11-02,4.049,220.22,0.766,residential
MH03,2020-11-03,3.623,219.26,0.688,residential
MH03,2020-11-04,3.635,224.82,0.674,residential
MH03,2020-11-05,3.705,231.05,0.668,residential
MH03,2020-11-06,3.75,217.21,0.719,residential
MH03,2020-11-07,3.898,213.15,0.762,residential
MH03,2020-11-08,4.163,219.56,0.79,residential
MH03,2020-11-09,4.738,232.9,0.848,residential
MH03,2020-11-10,4.537,215.98,0.875,residential
MH03,2020-11-11,4.296,228.2,0.784,residential
MH03,2020-11-12,4.272,228.39,0.779,residential
MH03,2020-11-13,4.909,217.23,0.942,residential
MH03,2020-11-14,3.988,222.84,0.746,residential
MH03,2020-11-15,3.07,228.14,0.561,residential
MH03,2020-11-16,2.414,218.1,0.461,residential
MH03,2020-11-17,1.98,218.98,0.377,residential
MH03,2020-11-18,2.0,217.09,0.384,residential
MH03,2020-11-19,2.58,214.93,0.5,residential
MH03,2020-12-19,3.265,216.75,0.628,residential
MH03,2020-12-20,3.392,213.88,0.661,residential
MH03,2020-12-21,3.545,220.17,0.671,residential
MH03,2020-12-22,3.461,216.15,0.667,residential
MH03,2020-12-23,3.508,221.17,0.661,residential
MH03,2020-12-24,3.171,212.22,0.623,residential
MH03,2020-12-25,2.18,221.65,0.41,residential
MH03,2020-12-26,1.81,224.17,0.336,residential
MH03,2020-12-27,1.789,210.03,0.355,residential
MH03,2020-12-28,2.158,221.87,0.405,residential
MH03,2020-12-29,2.879,226.14,0.53,residential
MH03,2020-12-30,3.412,213.95,0.664,residential
MH03,2020-12-31,3.485,228.36,0.636,residential
MH03,2021-01-01,3.148,222.1,0.591,residential
MH03,2021-01-02,4.184,216.47,0.805,residential
MH03,2021-01-03,2.464,219.72,0.467,residential
MH03,2021-01-05,4.965,222.79,0.929,residential
MH03,2021-01-06,3.742,220.38,0.707,residential
MH03,2021-01-07,3.812,222.69,0.713,residential
MH03,2021-01-08,3.946,215.4,0.763,residential
MH03,2021-01-09,3.46,220.85,0.653,residential
MH03,2021-01-10,2.24,212.93,0.438,residential
MH03,2021-01-11,3.708,219.44,0.704,residential
MH03,2021-01-12,3.93,215.48,0.76,residential
MH03,2021-01-13,3.947,216.32,0.76,residential
MH03,2021-01-14,3.529,226.18,0.65,residential
MH03,2021-01-15,2.07,225.46,0.383,residential
MH03,2021-01-16,3.729,223.05,0.697,residential
MH03,2021-01-17,2.451,214.54,0.476,residential
MH03,2021-01-18,3.717,218.42,0.709,residential
MH03,2021-01-19,3.715,226.07,0.685,residential
MH03,2021-01-20,4.31,220.71,0.814,residential
MH03,2021-01-21,3.627,231.6,0.653,residential
MH03,2021-01-22,2.098,221.97,0.394,residential
MH03,2021-01-23,2.059,220.96,0.388,residential
MH03,2021-01-24,1.818,218.45,0.347,residential
MH03,2021-01-25,2.501,220.67,0.472,residential
MH03,2021-01-26,4.018,219.24,0.764,residential
MH03,2021-01-27,3.247,223.54,0.605,residential
MH03,2021-01-28,3.577,224.78,0.663,residential
MH03,2021-01-29,3.553,216.07,0.685,residential
MH03,2021-01-30,3.439,213.34,0.672,residential
MH03,2021-01-31,3.625,210.82,0.716,residential
MH03,2021-02-01,4.081,222.54,0.764,residential
MH03,2021-02-02,4.107,214.48,0.798,residential
MH03,2021-02-03,3.463,209.24,0.69,residential
MH03,2021-02-04,4.111,221.94,0.772,residential
MH03,2021-02-05,4.055,232.46,0.727,residential
MH03,2021-02-06,4.273,219.97,0.809,residential
MH03,2021-02-07,3.541,224.19,0.658,residential
MH03,2021-02-08,3.7,220.41,0.699,residential
MH03,2021-02-09,3.758,219.51,0.713,residential
MH03,2021-02-11,2.002,224.6,0.371,residential
MH03,2021-02-12,2.329,218.55,0.444,residential
MH03,2021-02-13,2.893,221.34,0.545,residential
MH03,2021-02-14,2.231,221.61,0.419,residential
MH03,2021-02-15,2.542,216.66,0.489,residential
MH03,2021-02-16,3.307,224.96,0.613,residential
MH03,2021-02-17,2.237,219.13,0.425,residential
MH03,2021-02-18,1.878,216.22,0.362,residential
MH06,2019-05-01,11.461,222.68,2.145,residential
MH06,2019-05-02,9.205,215.51,1.78,residential
MH06,2019-05-03,9.529,220.14,1.804,residential
MH06,2019-05-04,9.208,219.95,1.744,residential
MH06,2019-05-05,13.516,225.43,2.498,residential
MH06,2019-05-06,11.451,222.37,2.146,residential
MH06,2019-05-07,10.648,219.87,2.018,residential
MH06,2019-05-08,10.396,224.09,1.933,residential
MH06,2019-05-09,10.015,226.95,1.839,residential
MH06,2019-05-10,10.363,222.79,1.938,residential
MH06,2019-05-11,10.226,220.05,1.936,residential
MH06,2019-05-12,10.804,213.44,2.109,residential
MH06,2019-05-13,10.498,214.67,2.038,residential
MH06,2019-05-14,9.691,218.47,1.848,residential
MH06,2019-05-15,11.106,216.95,2.133,residential
MH06,2019-05-16,10.784,219.07,2.051,residential
MH06,2019-05-17,7.244,220.28,1.37,residential
MH06,2019-05-18,6.151,222.65,1.151,residential
MH06,2019-05-19,9.967,219.65,1.891,residential
MH06,2019-05-20,8.116,222.43,1.52,residential
MH06,2019-05-21,8.989,220.32,1.7,residential
MH06,2019-05-22,9.911,210.12,1.965,residential
MH06,2019-05-23,7.704,215.3,1.491,residential
MH06,2019-05-24,7.893,219.28,1.5,residential
MH06,2019-05-25,9.217,213.95,1.795,residential
MH06,2019-05-26,10.046,223.0,1.877,residential
MH06,2019-05-27,8.959,227.65,1.64,residential
MH06,2019-05-28,10.462,226.09,1.928,residential
MH06,2019-05-29,9.9,218.93,1.884,residential
MH06,2019-05-30,10.059,227.45,1.843,residential
MH06,2019-05-31,10.491,220.74,1.98,residential
MH06,2019-06-01,12.277,218.31,2.343,residential
MH06,2019-06-02,12.552,216.93,2.411,residential
MH06,2019-06-03,10.921,218.49,2.083,residential
MH06,2019-06-04,11.045,218.06,2.11,residential
MH06,2019-06-05,13.313,220.85,2.512,residential
MH06,2019-06-06,11.558,220.8,2.181,residential
MH06,2019-06-07,12.005,220.02,2.273,residential
MH06,2019-06-08,11.373,222.18,2.133,residential
MH06,2019-06-09,11.201,225.95,2.066,residential
MH06,2019-06-10,10.489,224.75,1.945,residential
MH06,2019-06-11,12.006,212.58,2.353,residential
MH06,2019-06-12,11.332,207.23,2.278,residential
MH06,2019-06-13,12.215,224.67,2.265,residential
MH06,2019-06-14,11.863,213.17,2.319,residential
MH06,2019-06-15,11.965,218.88,2.278,residential
MH06,2019-06-16,9.718,214.15,1.891,residential
MH06,2019-06-17,14.142,210.99,2.793,residential
MH06,2019-06-18,11.53,222.71,2.157,residential
MH06,2019-06-19,10.699,223.8,1.992,residential
MH06,2019-06-20,13.11,217.12,2.516,residential
MH06,2019-06-21,11.813,207.04,2.377,residential
MH06,2019-06-22,14.403,217.27,2.762,residential
MH06,2019-06-23,15.018,221.96,2.819,residential
MH06,2019-06-24,13.442,212.61,2.634,residential
MH06,2019-06-25,13.372,220.92,2.522,residential
MH06,2019-06-26,14.411,219.92,2.73,residential
MH06,2019-06-27,13.752,222.9,2.571,residential
MH06,2019-06-28,13.605,220.6,2.57,residential
MH06,2019-06-29,13.612,215.13,2.636,residential
MH06,2019-06-30,15.398,225.98,2.839,residential
MH06,2019-07-01,11.032,219.21,2.097,residential
MH06,2019-07-02,10.067,219.86,1.908,residential
MH06,2019-07-03,11.661,215.33,2.256,residential
MH06,2019-07-04,10.13,217.78,1.938,residential
MH06,2019-07-05,11.088,215.58,2.143,residential
MH06,2019-07-06,9.491,219.14,1.805,residential
MH06,2019-07-07,9.567,228.56,1.744,residential
MH06,2019-07-08,7.585,213.14,1.483,residential
MH06,2019-07-09,8.899,211.93,1.75,residential
MH06,2019-07-10,7.832,227.36,1.435,residential
MH06,2019-07-11,8.67,218.95,1.65,residential
MH06,2019-07-12,9.817,216.65,1.888,residential
MH06,2019-07-13,8.515,225.2,1.575,residential
MH06,2019-07-14,9.087,216.97,1.745,residential
MH06,2019-07-15,8.939,229.13,1.626,residential
MH06,2019-07-16,7.93,223.39,1.479,residential
MH06,2019-07-17,7.939,217.56,1.52,residential
MH06,2019-07-18,7.731,230.79,1.396,residential
MH06,2019-07-19,7.899,216.97,1.517,residential
MH06,2019-07-20,7.563,223.71,1.409,residential
MH06,2019-07-21,8.398,221.5,1.58,residential
MH06,2019-07-22,8.561,226.51,1.575,residential
MH06,2019-07-23,8.111,227.81,1.484,residential
MH06,2019-07-25,6.577,220.16,1.245,residential
MH06,2019-07-26,6.933,216.23,1.336,residential
MH06,2019-07-27,5.395,222.3,1.011,residential
MH06,2019-07-28,7.138,216.61,1.373,residential
MH06,2019-07-29,5.822,230.07,1.054,residential
MH06,2019-07-30,6.332,220.68,1.196,residential
MH06,2019-07-31,6.228,218.17,1.189,residential
MH06,2019-08-01,6.066,220.92,1.144,residential
MH06,2019-08-02,6.547,213.26,1.279,residential
MH06,2019-08-03,6.219,215.14,1.204,residential
MH06,2019-08-04,6.639,226.0,1.224,residential
MH06,2019-08-05,4.146,216.72,0.797,residential
MH06,2019-08-06,7.034,214.77,1.365,residential
MH06,2019-08-07,5.501,222.68,1.029,residential
MH06,2019-08-08,5.5,225.93,1.014,residential
MH06,2019-08-10,6.141,223.59,1.144,residential
MH06,2019-08-12,7.351,224.98,1.361,residential
MH06,2019-08-13,6.705,216.22,1.292,residential
MH06,2019-08-14,7.003,212.89,1.371,residential
MH06,2019-08-15,8.709,227.51,1.595,residential
MH06,2019-08-16,7.326,218.39,1.398,residential
MH06,2019-08-17,5.187,218.75,0.988,residential
MH06,2019-08-18,4.412,226.64,0.811,residential
MH06,2019-08-20,7.873,222.78,1.472,residential
MH06,2019-08-21,7.438,222.28,1.394,residential
MH06,2019-08-22,5.794,230.83,1.046,residential
MH06,2019-08-23,6.673,216.78,1.283,residential
MH06,2019-08-24,6.404,224.64,1.188,residential
MH06,2019-08-25,4.979,220.29,0.942,residential
MH06,2019-08-26,7.678,221.34,1.445,residential
MH06,2019-08-27,5.447,227.64,0.997,residential
MH06,2019-08-28,6.516,222.54,1.22,residential
MH06,2019-08-29,5.991,222.69,1.121,residential
MH06,2019-08-30,6.256,225.36,1.157,residential
MH06,2019-08-31,6.478,218.18,1.237,residential
MH06,2019-09-01,5.243,215.8,1.012,residential
MH06,2019-09-02,5.658,214.78,1.098,residential
MH06,2019-09-03,5.401,210.17,1.071,residential
MH06,2019-09-05,5.715,230.28,1.034,residential
MH06,2019-09-06,6.66,214.48,1.294,residential
MH06,2019-09-07,6.067,218.89,1.155,residential
MH06,2019-09-08,6.679,218.62,1.273,residential
MH06,2019-09-09,8.414,221.54,1.582,residential
MH06,2019-09-10,7.769,224.08,1.445,residential
MH06,2019-09-11,7.33,224.3,1.362,residential
MH06,2019-09-12,7.438,217.08,1.428,residential
MH06,2019-09-13,6.745,219.16,1.282,residential
MH06,2019-09-14,5.965,221.41,1.123,residential
MH06,2019-09-15,6.747,218.76,1.285,residential
MH06,2019-09-16,6.662,228.04,1.217,residential
MH06,2019-09-17,7.136,222.45,1.337,residential
MH06,2019-09-18,6.606,223.67,1.231,residential
MH06,2019-09-19,5.959,223.31,1.112,residential
MH06,2019-09-20,6.299,225.87,1.162,residential
MH06,2019-09-21,5.73,220.91,1.081,residential
MH06,2019-09-22,5.216,213.52,1.018,residential
MH06,2019-09-23,5.167,222.0,0.97,residential
MH06,2019-09-24,5.191,216.74,0.998,residential
MH06,2019-09-25,4.723,217.36,0.905,residential
MH06,2019-09-26,3.666,222.93,0.685,residential
MH06,2019-09-27,5.016,226.19,0.924,residential
MH06,2019-09-28,4.515,220.11,0.855,residential
MH06,2019-09-29,4.46,221.54,0.839,residential
MH06,2019-09-30,4.375,228.51,0.798,residential
MH06,2019-10-01,5.191,221.2,0.978,residential
MH06,2019-10-02,5.403,233.01,0.966,residential
MH06,2019-10-05,4.556,222.83,0.852,residential
MH06,2019-10-06,5.557,211.2,1.096,residential
MH06,2019-10-07,4.769,223.77,0.888,residential
MH06,2019-10-08,4.265,221.91,0.801,residential
MH06,2019-10-09,5.07,226.45,0.933,residential
MH06,2019-10-10,5.495,223.37,1.025,residential
MH06,2019-10-11,5.086,219.31,0.966,residential
MH06,2019-10-12,5.246,213.88,1.022,residential
MH06,2019-10-13,3.691,218.95,0.702,residential
MH06,2019-10-14,5.267,215.75,1.017,residential
MH06,2019-10-15,4.989,217.1,0.958,residential
MH06,2019-10-16,4.384,222.94,0.819,residential
MH06,2019-10-17,4.0,228.35,0.73,residential
MH06,2019-10-26,5.074,221.97,0.952,residential
MH06,2019-10-28,4.476,214.02,0.871,residential
MH06,2019-10-30,2.994,222.22,0.561,residential
MH06,2019-10-31,2.334,225.98,0.43,residential
MH06,2019-11-01,1.895,216.95,0.364,residential
MH06,2019-11-03,1.891,219.33,0.359,residential
MH06,2019-11-04,2.374,220.07,0.449,residential
MH06,2019-11-05,3.919,216.08,0.756,residential
MH06,2019-11-06,4.195,223.24,0.783,residential
MH06,2019-11-07,3.943,219.4,0.749,residential
MH06,2019-11-08,3.381,222.1,0.634,residential
MH06,2019-11-09,3.609,215.56,0.698,residential
MH06,2019-11-10,3.424,217.81,0.655,residential
MH06,2019-11-11,3.645,223.61,0.679,residential
MH06,2019-11-12,3.31,218.14,0.632,residential
MH06,2019-11-14,3.982,228.63,0.726,residential
MH06,2019-11-16,2.391,218.0,0.457,residential
MH06,2019-11-17,2.184,221.12,0.412,residential
MH06,2019-11-18,2.964,224.66,0.55,residential
MH06,2019-11-19,3.836,212.91,0.751,residential
MH06,2019-11-21,3.37,211.2,0.665,residential
MH06,2019-11-22,3.876,212.37,0.76,residential
MH06,2019-11-23,3.33,226.31,0.613,residential
MH06,2019-11-24,3.05,217.24,0.585,residential
MH06,2019-11-25,3.607,232.79,0.646,residential
MH06,2019-11-26,3.423,217.18,0.657,residential
MH06,2019-11-27,3.9,220.92,0.736,residential
MH06,2019-11-28,4.369,227.71,0.799,residential
MH06,2019-11-29,2.828,230.03,0.512,residential
MH06,2019-11-30,5.578,230.31,1.009,residential
MH06,2019-12-01,4.42,226.04,0.815,residential
MH06,2019-12-02,3.62,225.12,0.67,residential
MH06,2019-12-03,2.887,222.96,0.54,residential
MH06,2019-12-04,2.49,223.89,0.463,residential
MH06,2019-12-05,2.816,217.24,0.54,residential
MH06,2019-12-06,3.473,215.91,0.67,residential
MH06,2019-12-07,3.071,219.98,0.582,residential
MH06,2019-12-08,3.488,219.15,0.663,residential
MH06,2019-12-09,3.207,217.73,0.614,residential
MH06,2019-12-10,3.633,223.48,0.677,residential
MH06,2019-12-11,2.309,224.78,0.428,residential
MH06,2019-12-12,2.802,220.44,0.53,residential
MH06,2019-12-14,3.32,227.39,0.608,residential
MH06,2019-12-15,3.065,214.29,0.596,residential
MH06,2019-12-16,3.479,219.03,0.662,residential
MH06,2019-12-17,2.616,216.42,0.504,residential
MH06,2019-12-18,2.087,210.67,0.413,residential
MH06,2019-12-19,2.55,219.59,0.484,residential
MH06,2019-12-24,2.005,219.39,0.381,residential
MH06,2019-12-25,2.573,227.57,0.471,residential
MH06,2019-12-28,3.126,223.15,0.584,residential
MH06,2019-12-29,1.834,214.88,0.356,residential
MH06,2019-12-31,3.17,229.27,0.576,residential
MH06,2020-01-01,2.805,226.11,0.517,residential
MH06,2020-01-02,1.886,222.91,0.353,residential
MH06,2020-01-03,2.78,218.87,0.529,residential
MH06,2020-01-05,2.091,215.2,0.405,residential
MH06,2020-01-06,1.969,218.14,0.376,residential
MH06,2020-01-07,2.398,225.44,0.443,residential
MH06,2020-01-08,2.877,229.42,0.523,residential
MH06,2020-01-09,1.951,227.72,0.357,residential
MH06,2020-01-10,1.725,217.56,0.33,residential
MH06,2020-01-12,1.904,214.4,0.37,residential
MH06,2020-01-14,1.685,220.7,0.318,residential
MH06,2020-01-15,1.878,211.16,0.371,residential
MH06,2020-01-16,1.919,221.62,0.361,residential
MH06,2020-01-18,2.02,219.26,0.384,residential
MH06,2020-01-20,2.028,217.67,0.388,residential
MH06,2020-01-23,1.712,212.03,0.336,residential
MH06,2020-01-24,1.987,222.57,0.372,residential
MH06,2020-01-25,2.149,217.34,0.412,residential
MH06,2020-01-26,2.592,214.15,0.504,residential
MH06,2020-01-28,2.015,205.64,0.408,residential
MH06,2020-01-29,1.281,219.86,0.243,residential
MH06,2020-01-30,1.863,228.86,0.339,residential
MH06,2020-01-31,2.47,228.31,0.451,residential
MH06,2020-02-01,1.563,217.71,0.299,residential
MH06,2020-02-02,1.385,216.99,0.266,residential
MH06,2020-02-03,2.207,222.34,0.414,residential
MH06,2020-02-04,1.652,215.01,0.32,residential
MH06,2020-02-05,2.692,221.51,0.506,residential
MH06,2020-02-06,1.707,223.83,0.318,residential
MH06,2020-02-07,2.66,226.13,0.49,residential
MH06,2020-02-08,1.64,219.5,0.311,residential
MH06,2020-02-09,2.347,218.98,0.447,residential
MH06,2020-02-10,1.674,215.61,0.324,residential
MH06,2020-02-11,2.128,215.87,0.411,residential
MH06,2020-02-12,2.24,218.87,0.426,residential
MH06,2020-02-13,2.326,221.84,0.437,residential
MH06,2020-02-14,2.477,224.57,0.46,residential
MH06,2020-02-15,3.375,215.98,0.651,residential
MH06,2020-02-16,3.049,227.46,0.559,residential
MH06,2020-02-17,3.792,218.64,0.723,residential
MH06,2020-02-18,3.361,219.89,0.637,residential
MH06,2020-02-19,4.647,216.26,0.895,residential
MH06,2020-02-20,3.124,207.88,0.626,residential
MH06,2020-02-21,2.824,224.42,0.524,residential
MH06,2020-02-22,3.199,223.68,0.596,residential
MH06,2020-02-23,4.176,218.59,0.796,residential
MH06,2020-02-24,2.926,220.33,0.553,residential
MH06,2020-02-25,4.008,222.58,0.75,residential
MH06,2020-02-26,4.256,212.19,0.836,residential
MH06,2020-02-28,3.088,217.35,0.592,residential
MH06,2020-02-29,2.99,223.97,0.556,residential
MH06,2020-03-03,3.64,213.73,0.71,residential
MH06,2020-03-09,1.972,221.47,0.371,residential
MH06,2020-03-14,2.864,213.22,0.56,residential
MH06,2020-03-16,4.586,222.33,0.859,residential
MH06,2020-03-21,4.164,219.82,0.789,residential
MH06,2020-03-22,6.073,211.92,1.194,residential
MH06,2020-03-28,3.101,225.82,0.572,residential
MH06,2020-03-30,5.654,216.33,1.089,residential
MH06,2020-04-08,4.163,215.95,0.803,residential
MH06,2020-04-12,6.674,221.0,1.258,residential
MH06,2020-04-16,4.421,225.74,0.816,residential
MH06,2020-04-17,7.35,214.92,1.425,residential
MH06,2020-04-19,3.309,220.31,0.626,residential
MH06,2020-04-23,6.158,222.14,1.155,residential
MH06,2020-04-24,6.272,223.47,1.169,residential
MH06,2020-04-25,7.458,220.88,1.407,residential
MH06,2020-04-26,4.669,218.16,0.892,residential
MH06,2020-05-02,6.621,215.86,1.278,residential
MH06,2020-05-11,4.562,220.43,0.862,residential
MH06,2020-05-12,6.221,214.64,1.208,residential
MH06,2020-05-13,7.944,205.39,1.612,residential
MH06,2020-05-16,5.715,222.18,1.072,residential
MH06,2020-05-19,2.822,224.52,0.524,residential
MH06,2020-05-20,5.585,208.19,1.118,residential
MH06,2020-05-23,6.902,214.95,1.338,residential
MH06,2020-05-27,13.684,223.1,2.556,residential
MH06,2020-06-01,8.583,230.29,1.553,residential
MH06,2020-06-08,8.745,220.1,1.655,residential
MH06,2020-06-09,11.305,216.36,2.177,residential
MH06,2020-06-10,9.677,219.09,1.84,residential
MH06,2020-06-13,10.682,226.87,1.962,residential
MH06,2020-06-14,10.939,216.77,2.103,residential
MH06,2020-06-15,11.392,216.0,2.198,residential
MH06,2020-06-16,8.784,217.59,1.682,residential
MH06,2020-06-17,9.231,215.23,1.787,residential
MH06,2020-06-23,7.23,220.61,1.366,residential
MH06,2020-06-24,5.025,228.12,0.918,residential
MH06,2020-06-25,7.004,221.62,1.317,residential
MH06,2020-06-27,11.606,218.74,2.211,residential
MH06,2020-07-02,10.051,218.54,1.916,residential
MH06,2020-07-03,8.277,212.18,1.625,residential
MH06,2020-07-07,10.489,224.42,1.947,residential
MH06,2020-07-08,7.873,219.61,1.494,residential
MH06,2020-07-13,10.946,219.1,2.082,residential
MH06,2020-07-14,8.634,235.97,1.525,residential
MH06,2020-07-17,12.69,221.49,2.387,residential
MH06,2020-07-19,3.708,216.24,0.714,residential
MH06,2020-07-20,10.067,217.87,1.925,residential
MH06,2020-07-21,7.369,225.74,1.36,residential
MH06,2020-07-24,12.009,220.57,2.269,residential
MH06,2020-08-09,11.594,212.81,2.27,residential
MH06,2020-08-11,10.978,224.6,2.037,residential
MH06,2020-08-13,9.915,216.66,1.907,residential
MH06,2020-08-14,9.448,229.37,1.716,residential
MH06,2020-08-19,7.267,225.4,1.343,residential
MH06,2020-08-22,3.091,217.76,0.591,residential
MH06,2020-09-04,8.095,226.41,1.49,residential
MH06,2020-09-13,3.376,220.34,0.638,residential
MH06,2020-09-18,6.786,224.26,1.261,residential
MH06,2020-09-21,3.591,222.42,0.673,residential
MH06,2020-09-25,4.632,215.77,0.894,residential
MH06,2020-09-27,7.487,216.78,1.439,residential
MH06,2020-09-30,2.312,225.15,0.428,residential
MH06,2020-10-03,3.515,218.33,0.671,residential
MH06,2020-10-04,3.991,217.98,0.763,residential
MH06,2020-10-06,5.466,215.22,1.058,residential
MH06,2020-10-09,7.268,222.12,1.363,residential
MH06,2020-10-13,8.105,230.31,1.466,residential
MH06,2020-10-14,9.487,214.66,1.841,residential
MH06,2020-10-15,8.343,220.12,1.579,residential
MH06,2020-10-16,7.109,227.06,1.305,residential
MH06,2020-10-20,6.109,219.6,1.159,residential
MH06,2020-10-21,6.49,222.26,1.217,residential
MH06,2020-10-22,6.24,214.69,1.211,residential
MH06,2020-10-23,4.532,222.14,0.85,residential
MH06,2020-10-24,5.538,219.06,1.053,residential
MH06,2020-10-25,5.323,224.93,0.986,residential
MH06,2020-10-26,5.024,225.94,0.926,residential
MH06,2020-10-27,4.436,232.95,0.793,residential
MH06,2020-10-28,5.105,222.9,0.954,residential
MH06,2020-10-29,5.216,221.63,0.981,residential
MH06,2020-10-30,4.717,220.97,0.889,residential
MH06,2020-11-01,3.131,218.23,0.598,residential
MH06,2020-11-03,4.615,221.69,0.867,residential
MH06,2020-11-06,3.776,218.52,0.72,residential
MH06,2020-11-07,4.934,220.84,0.931,residential
MH06,2020-11-09,4.586,226.59,0.843,residential
MH06,2020-11-10,3.85,214.97,0.746,residential
MH06,2020-11-12,2.454,225.7,0.453,residential
MH06,2020-11-13,2.802,226.59,0.515,residential
MH06,2020-11-15,4.257,219.41,0.808,residential
MH06,2020-11-16,3.47,209.39,0.69,residential
MH06,2020-11-17,4.088,216.96,0.785,residential
MH06,2020-11-19,3.374,226.48,0.621,residential
MH06,2020-11-20,4.777,219.89,0.905,residential
MH06,2020-11-21,5.056,215.0,0.98,residential
MH06,2020-11-22,3.795,217.48,0.727,residential
MH06,2020-11-23,3.914,224.2,0.727,residential
MH06,2020-11-25,2.259,222.73,0.423,residential
MH06,2020-11-26,2.86,218.81,0.545,residential
MH06,2020-11-27,4.192,218.17,0.801,residential
MH06,2020-11-28,3.576,218.04,0.683,residential
MH06,2020-11-29,3.887,215.39,0.752,residential
MH06,2020-12-01,1.492,228.08,0.273,residential
MH06,2020-12-02,3.179,218.39,0.607,residential
MH06,2020-12-03,3.225,226.09,0.594,residential
MH06,2020-12-04,4.272,227.61,0.782,residential
MH06,2020-12-05,3.194,224.99,0.592,residential
MH06,2020-12-06,3.669,217.84,0.702,residential
MH06,2020-12-07,3.999,222.02,0.75,residential
MH06,2020-12-08,3.606,219.88,0.683,residential
MH06,2020-12-09,3.387,215.48,0.655,residential
MH06,2020-12-11,3.8,221.62,0.714,residential
MH06,2020-12-12,3.021,214.1,0.588,residential
MH06,2020-12-13,4.302,225.94,0.793,residential
MH06,2020-12-14,2.545,217.68,0.487,residential
MH06,2020-12-15,4.796,221.01,0.904,residential
MH06,2020-12-16,4.341,221.42,0.817,residential
MH06,2020-12-17,3.222,218.71,0.614,residential
MH06,2020-12-18,4.196,222.93,0.784,residential
MH06,2020-12-19,2.84,217.63,0.544,residential
MH06,2020-12-20,3.448,224.36,0.64,residential
MH06,2020-12-21,2.4,213.27,0.469,residential
MH06,2020-12-22,3.022,220.63,0.571,residential
MH06,2020-12-23,3.959,229.69,0.718,residential
MH06,2020-12-24,2.239,215.0,0.434,residential
MH06,2020-12-25,2.051,216.61,0.395,residential
MH06,2020-12-26,2.693,222.57,0.504,residential
MH06,2020-12-27,3.012,220.9,0.568,residential
MH06,2020-12-30,3.243,221.75,0.609,residential
MH06,2021-01-01,4.978,222.45,0.932,residential
MH06,2021-01-02,3.92,223.17,0.732,residential
MH06,2021-01-03,2.663,225.55,0.492,residential
MH06,2021-01-06,4.2,222.05,0.788,residential
MH06,2021-01-07,4.348,218.79,0.828,residential
MH06,2021-01-08,3.849,223.36,0.718,residential
MH06,2021-01-10,4.208,229.5,0.764,residential
MH06,2021-01-12,4.146,219.34,0.788,residential
MH06,2021-01-14,5.096,215.13,0.987,residential
MH06,2021-01-15,2.84,225.54,0.525,residential
MH06,2021-01-18,3.83,219.4,0.727,residential
MH06,2021-01-21,4.256,209.14,0.848,residential
MH06,2021-01-22,4.716,224.24,0.876,residential
MH06,2021-01-25,1.656,217.32,0.318,residential
MH06,2021-01-28,3.992,219.55,0.758,residential
MH06,2021-01-30,3.672,221.66,0.69,residential
MH06,2021-01-31,4.405,220.95,0.831,residential
MH06,2021-02-01,3.68,223.55,0.686,residential
MH06,2021-02-02,3.078,217.82,0.589,residential
MH06,2021-02-03,3.824,222.57,0.716,residential
MH06,2021-02-04,2.992,218.7,0.57,residential
MH06,2021-02-06,4.412,223.69,0.822,residential
MH06,2021-02-07,4.23,223.08,0.79,residential
MH06,2021-02-09,2.343,215.32,0.453,residential
MH06,2021-02-10,2.855,225.43,0.528,residential
MH06,2021-02-13,3.494,217.32,0.67,residential
MH06,2021-02-14,4.467,224.04,0.831,residential
MH06,2021-02-15,3.412,221.84,0.641,residential
MH06,2021-02-16,3.748,229.19,0.681,residential
MH06,2021-02-17,3.331,218.88,0.634,residential
MH06,2021-02-18,2.227,218.25,0.425,residential
MH07,2019-05-01,21.77,219.9,4.125,residential
MH07,2019-05-02,20.143,218.48,3.842,residential
MH07,2019-05-03,17.279,224.0,3.214,residential
MH07,2019-05-04,17.734,211.92,3.487,residential
MH07,2019-05-05,18.093,214.73,3.511,residential
